,investment title,surrounding sentence,ontology attribute,similar pair,Sorensen
1151,Stocks,investor willing to stick with stock over long period of time say 15 year generally have be reward with strong positive return,time,of time,0.6666666666666666
1152,Stocks,investor willing to stick with stock over long period of time say 15 year generally have be reward with strong positive return,time,time say,0.6666666666666666
1153,Stocks,investor willing to stick with stock over long period of time say 15 year generally have be reward with strong positive return,time,period of time,0.5
1154,Stocks,investor willing to stick with stock over long period of time say 15 year generally have be reward with strong positive return,time,of time say,0.5
1155,Stocks,investor willing to stick with stock over long period of time say 15 year generally have be reward with strong positive return,time,time say 15,0.5
1156,Stocks,a stock 's price can be affect by factor inside the company such as a faulty product or by event the company have no control over such as political or market event,factor affect return,affect,0.5
1157,Stocks,a stock 's price can be affect by factor inside the company such as a faulty product or by event the company have no control over such as political or market event,factor affect return,factor,0.5
1158,Stocks,a stock 's price can be affect by factor inside the company such as a faulty product or by event the company have no control over such as political or market event,factor affect return,affect by factor,0.6666666666666666
1159,Stocks,a stock 's price can be affect by factor inside the company such as a faulty product or by event the company have no control over such as political or market event,factor affect return,be affect by factor,0.5714285714285714
1160,Stocks,a stock 's price can be affect by factor inside the company such as a faulty product or by event the company have no control over such as political or market event,factor affect return,affect by factor inside,0.5714285714285714
1161,Stocks,the risk of stock holding can be offset in part by invest in a number of different stock,risk,risk,1.0
1162,Stocks,the risk of stock holding can be offset in part by invest in a number of different stock,risk,the risk,0.6666666666666666
1163,Stocks,the risk of stock holding can be offset in part by invest in a number of different stock,risk,risk of,0.6666666666666666
1164,Stocks,the risk of stock holding can be offset in part by invest in a number of different stock,risk,the risk of,0.5
1165,Stocks,the risk of stock holding can be offset in part by invest in a number of different stock,risk,risk of stock,0.5
1166,Stocks,invest in other kind of asset that be not stock such as bond be another way to offset some of the risk of own stock,risk,risk,1.0
1167,Stocks,invest in other kind of asset that be not stock such as bond be another way to offset some of the risk of own stock,risk,the risk,0.6666666666666666
1168,Stocks,invest in other kind of asset that be not stock such as bond be another way to offset some of the risk of own stock,risk,risk of,0.6666666666666666
1169,Stocks,invest in other kind of asset that be not stock such as bond be another way to offset some of the risk of own stock,risk,of the risk,0.5
1170,Stocks,invest in other kind of asset that be not stock such as bond be another way to offset some of the risk of own stock,risk,the risk of,0.5
1171,Stocks,invest in other kind of asset that be not stock such as bond be another way to offset some of the risk of own stock,risk,risk of own,0.5
1172,Stocks,direct stock plan usually will not allow you to buy or sell share at a specific market price or at a specific time,time,time,1.0
1173,Stocks,direct stock plan usually will not allow you to buy or sell share at a specific market price or at a specific time,time,specific time,0.6666666666666666
1174,Stocks,direct stock plan usually will not allow you to buy or sell share at a specific market price or at a specific time,time,a specific time,0.5
1175,Stocks,instead the company will buy or sell share for the plan at set time such as daily weekly or monthly and at a average market price,time,time,1.0
1176,Stocks,instead the company will buy or sell share for the plan at set time such as daily weekly or monthly and at a average market price,time,set time,0.6666666666666666
1177,Stocks,instead the company will buy or sell share for the plan at set time such as daily weekly or monthly and at a average market price,time,time such,0.6666666666666666
1178,Stocks,instead the company will buy or sell share for the plan at set time such as daily weekly or monthly and at a average market price,time,at set time,0.5
1179,Stocks,instead the company will buy or sell share for the plan at set time such as daily weekly or monthly and at a average market price,time,set time such,0.5
1180,Stocks,instead the company will buy or sell share for the plan at set time such as daily weekly or monthly and at a average market price,time,time such as,0.5
1181,Private Equity Funds,unlike mutual fund or hedge fund however private equity firm often focus on long term investment opportunity in asset that take time to sell with a investment time horizon typically of 10 or more year,time,time,1.0
1182,Private Equity Funds,unlike mutual fund or hedge fund however private equity firm often focus on long term investment opportunity in asset that take time to sell with a investment time horizon typically of 10 or more year,time,time,1.0
1183,Private Equity Funds,unlike mutual fund or hedge fund however private equity firm often focus on long term investment opportunity in asset that take time to sell with a investment time horizon typically of 10 or more year,time,take time,0.6666666666666666
